claim,source,date,label
Billionaires “rigged” the California Senate primary election through “dishonest means.”,Katie Porter,"By Madison Czopek • March 7, 2024",True
Video shows Kamala Harris saying Democrats would use taxpayer dollars to bribe voters.,Instagram posts,"By Sofia Ahmed • March 7, 2024",True
“This is the era where people are given smartphones when they cross the border and enter our country.”,Jonathan Martin,"By Maria Briceño • March 7, 2024",True
Video shows Oklahoma students “sucking on the toes of adults.”,Viral image,"By Ciara O'Rourke • March 7, 2024",True
The Biden administration seeks to end voter ID requirements to allow immigrants in the country illegally to vote.,Instagram posts,"By Sofia Ahmed • March 7, 2024",True
“Eighty-two percent of the country understands that (the 2020 election) was a rigged election.”,Donald Trump,"By Paul Specht • March 7, 2024",True
Democrats don’t deport undocumented migrants “because every illegal is a highly likely vote at some point.”,Elon Musk,"By Maria Ramirez Uribe • March 6, 2024",True
The U.S. Code states that a person convicted of treason would be “taken by the posse to the nearest busy intersection and at high noon hung by the neck until dead.”,Instagram posts,"By Loreben Tuquero • March 6, 2024",True
President Joe Biden was “rushed to hospital unexpectedly.”,Benny Johnson,"By Madison Czopek • March 6, 2024",True
“We're having the largest classes of correctional officers we've ever had before.”,Tony Evers,"By Sophia Voight • March 6, 2024",True
Texas wildfires are a “deliberate” attack on U.S. food supply.,Instagram posts,"By Jeff Cercone • March 5, 2024",True
The Texas wildfires were started by directed energy weapons.,Instagram posts,"By Sara Swann • March 5, 2024",True
Texas petition to outlaw “aerosolized spraying” is evidence of chemtrails.,Facebook posts,"By Loreben Tuquero • March 5, 2024",True
"""There are less than two weeks until the deadline to register to vote in Wisconsin.""",Voto Latino .,"By Hope Karnopp • March 5, 2024",True
Setting on Apple’s new Journal app “lets anyone near you know your FULL NAME and EXACTLY where you’re geo-located.”,Facebook posts,"By Jeff Cercone • March 4, 2024",True
Michael Moore is supporting Trump in the 2024 election.,Instagram posts,"By Sofia Ahmed • March 4, 2024",True
"If you went “anywhere in the world,” you could get a prescription filled for 40% to 60% less than it costs in the U.S.",Joe Biden,"By Samantha Putterman • March 4, 2024",True
“Your legal name is in fact a corporation. This is why you always see your name written in ALL CAPS.”,Instagram posts,"By Madison Czopek • March 1, 2024",True
"In New York City “local elections, illegal immigrants can vote.”",Sean Hannity,"By Madison Czopek • March 1, 2024",True
The Olympic boxing committee “decided this year that men can box against women in the Olympics.”,Tommy Tuberville,"By Grace Abels • March 1, 2024",True
“Chuck Schumer caught on hot mic” plotting to “blame REPUBLICANS AND MAGA” for reform delays.,Instagram posts,"By Jeff Cercone • March 1, 2024",True
President Joe Biden’s comments about Texas homes are evidence that homes of a certain color are spared from wildfires.,Instagram posts,"By Sara Swann • March 1, 2024",True
"Poland's foreign minister said the U.S. is ""dysfunctional and unreliable"" because it has not sent more aid to Ukraine.",Facebook posts,"By Katelyn Ferral • March 1, 2024",True
"“7.2 million illegals entered the U.S. under Biden administration,” showing that “the ‘Great Replacement’ is not a theory, it’s a reality.""",Facebook posts,"By Katelyn Ferral • March 1, 2024",True
"Chicken and cows have high levels of estrogen, which leads men who eat them to bald, develop man boobs and be unable to grow muscle mass.",Instagram posts,"By Sofia Ahmed • March 1, 2024",True
“One of my responsibilities as Secretary of State is to countersign acts passed by the legislature & signed into law by Gov. Evers.”,Sarah Godlewski,"By Laura Schulte • March 1, 2024",True
"“The Rothschilds were behind the Federal Reserve, and they now control the global financial system.”",Facebook posts,"By Katelyn Ferral • March 1, 2024",True
"Fifty percent of the votes to Joe Biden in Michigan’s presidential primary election were mail-in, unverified, no signature, no ID.",Instagram posts,"By Sofia Ahmed • February 29, 2024",True
"It was not former President Donald Trump who promoted the COVID-19 vaccine, but a “lookalike.”",Instagram posts,"By Loreben Tuquero • February 29, 2024",True
The government did more to stop the distribution of ivermectin and hydroxychloroquine than to stop the distribution of fentanyl.,Instagram posts,"By Jeff Cercone • February 29, 2024",True
The 2022 CHIPS and Science Act “attracted $640 billion in private companies’ investments.”,Joe Biden,"By Louis Jacobson • February 29, 2024",True
Photo shows the Smokehouse Creek fire in Texas.,Facebook posts,"By Loreben Tuquero • February 29, 2024",True
“Study reveals Bill Gates’ Fake Meat causes ‘turbo cancers’ in humans.”,Instagram posts,"By Madison Czopek • February 28, 2024",True
"Donald Trump called his wife ""Mercedes"" instead of Melania.",Facebook posts,"By Maria Ramirez Uribe • February 28, 2024",True
Solar flares caused AT&T’s cellphone outage.,Instagram posts,"By Sara Swann • February 28, 2024",True
Taylor Swift said she “will leave the United States if Donald Trump becomes President in 2024.”,Instagram posts,"By Loreben Tuquero • February 28, 2024",True
“North Carolina has the longest voting period in the country … and we have the most ways of voting.”,Deborah Ross,"By Paul Specht • February 28, 2024",True
The ATF updated its background check policy to allow “illegal immigrants” to purchase firearms.,Instagram posts,"By Sofia Ahmed • February 28, 2024",True
The American Red Cross asking blood donors about their vaccination status proves COVID-19 vaccines are dangerous.,Instagram posts,"By Sofia Ahmed • February 28, 2024",True
"Removing gun-related homicides in Chicago, Detroit, Los Angeles, Philadelphia and St. Louis would drop the U.S. to 189th out of 193 countries in gun violence.",Instagram posts,"By Loreben Tuquero • February 27, 2024",True
The states that have 97% of guns are the states with the least amount of gun violence.,Instagram posts,"By Sofia Ahmed • February 27, 2024",True
There was an “attempt on Dr. Oz’s life” on TV over his diabetes cure.,Instagram posts,"By Jeff Cercone • February 26, 2024",True
“Disney World is adding urinals to the women’s restrooms.”,Instagram posts,"By Sara Swann • February 26, 2024",True
Chicken farm fire that killed 12 million birds intentionally set.,Instagram posts,"By Jeff Cercone • February 26, 2024",True
The Kids Online Safety Act “would require everyone to upload your government ID in order to use most sites on the internet.”,X posts,"By Madison Czopek • February 23, 2024",True
"“The biggest threat to your unions is millions of people coming across the border, because you're not gonna have your jobs anymore.”",Donald Trump,"By Marta Campabadal Graus • February 23, 2024",True
Johnnie Cochran “mysteriously passed away” and his death is linked to his work on slavery reparations.,Instagram posts,"By Kwasi Gyamfi Asiedu • February 23, 2024",True
The pictures we see of Mars are actually Devon Island in Canada.,Instagram posts,"By Katelyn Ferral • February 23, 2024",True
Nevada database glitch showing voters cast ballots when they didn’t is evidence that voting by mail is “the largest source of potential voter fraud.”,Sean Parnell,"By Amy Sherman • February 23, 2024",True
"There is “clear scientific consensus” that “hormonal birth control makes you fat, doubles risk of depression and triples risk of suicide.”",Elon Musk,"By Samantha Putterman • February 23, 2024",True
"“We’ve seen an 800% increase in the Swanton sector, which is the part of the northern border that I represent, in illegal crossings.”",Elise Stefanik,"By Jill Terreri Ramos • February 23, 2024",True
“Big drug companies charge as little as $7 for an inhaler overseas and nearly $500 for the exact same one here in the US.”,Tammy Baldwin,"By D.L. Davis • February 23, 2024",True
"Says Republican U.S. Senate candidate Eric Hovde claims he ""understands the tragedy of children being trafficked through Central America because he owns three homes there.""",Heartland Signal,"By Madeline Heim • February 22, 2024",True
Cloud seeding program connected to recent California storms.,Instagram posts,"By Jeff Cercone • February 22, 2024",True
Dwayne “The Rock” Johnson was booed in Las Vegas because he’s a Joe Biden supporter.,Instagram posts,"By Kwasi Gyamfi Asiedu • February 22, 2024",True
"Migrants in New York City are receiving prepaid debit cards with up to $10,000 and no restrictions.",Instagram posts,"By Sofia Ahmed • February 22, 2024",True
"Donald Trump’s fine in the New York fraud case “is a form of Navalny, it is a form of communism or fascism.”",Donald Trump,"By Louis Jacobson • February 22, 2024",True
En NASA estaban “investigando el mar y dejaron de investigarlo y se fueron para el espacio”.,Facebook posts,"By Maria Briceño • February 21, 2024",True
Ukrainian President Volodymyr Zelenskyy used U.S. aid funds to buy two yachts for $75 million.,Instagram posts,"By Sara Swann • February 21, 2024",True
"“Each year, more than $1 billion is stolen from” workers in New York state through wage theft.",Linda Rosenthal,"By Jefrey Canova • February 21, 2024",True
"“NYC will give $1,000 taxpayer-funded credit cards to migrants.”",George Borrello,"By Mary McNaughton • February 21, 2024",True
Photo shows Minnesota Sen. Amy Klobuchar and Minnesota Attorney General Keith Ellison posing at “Defund the Police” event.,Facebook posts,"By Jeff Cercone • February 21, 2024",True
"“TSA found with metal detectors nearly 7,000 firearms at airports last year — an all-time high.”",Charles Schumer,"By David Scibilia • February 21, 2024",True
"“Bidenomics is costing the typical American household over $11,400 more a year to buy the basics.”",Bryan Steil,"By Hope Karnopp • February 21, 2024",True
President Joe Biden “directed New York AG Witch Hunt” into Donald Trump’s real estate.,Donald Trump,"By Louis Jacobson • February 20, 2024",True
President Joe Biden announced tax incentives for families willing to take in migrants in a new “Housing for Labor” initiative.,Instagram posts,"By Loreben Tuquero • February 20, 2024",True
"Benjamin Netanyahu refused to take a microphone from an Arab official, suggesting his belief that Arabs “are unclean.”",Instagram posts,"By Jeff Cercone • February 20, 2024",True
“Trump’s hair wig falls off during rally speech!”,Instagram posts,"By Loreben Tuquero • February 20, 2024",True
“Marijuana is currently classified in the same category of drugs as heroin and a more dangerous category than fentanyl or cocaine.”,Kirsten Gillibrand,"By Conor Amendola • February 20, 2024",True
"“At least one of Kansas City shooters identified as Sahil Omar, a 44 year old illegal immigrant.”",Instagram posts,"By Kwasi Gyamfi Asiedu • February 16, 2024",True
"""Google proves that no one ever went to the moon.”",Instagram posts,"By Samantha Putterman • February 16, 2024",True
A photograph shows Klaus Schwab nude at the beach.,Instagram posts,"By Sofia Ahmed • February 16, 2024",True
"Because “17 million immigrants” were “let in” the U.S, “ foot and mouth disease is back. We got rid of that fifty years ago.”",Instagram posts,"By Jeff Cercone • February 16, 2024",True
Joe Biden or Donald Trump dropped out of the 2024 presidential race as of Feb 15.,Facebook posts,"By Madison Czopek • February 16, 2024",True
Joe Biden’s tweet is proof that a helicopter crash that killed six Nigerian billionaires was planned by Biden.,Instagram posts,"By Sofia Ahmed • February 16, 2024",True
"Says expanding Medicaid in Wisconsin would save the state $530 million, which could pay for 3,287 K-12 teachers, or 7.8 educators per district.",Chris Larson,"By Ricardo Torres • February 16, 2024",True
Video muestra vacas muriendo “en extrañas circunstancias” para reemplazarlas por “carne sintética”.,Instagram posts,"By Maria Briceño • February 16, 2024",True
“The Ukraine supplemental includes a hidden impeachment clause against President Trump.”,JD Vance,"By Madison Czopek • February 16, 2024",True
"Under Joe Biden, there are “record numbers of new Black entrepreneurs.”",Joe Biden,"By Louis Jacobson • February 15, 2024",True
"Protestors yelled “F--- Joe Biden” as the president arrived in Allentown, Pennsylvania.",Instagram posts,"By Sofia Ahmed • February 15, 2024",True
The Bipartisan Safer Communities Act led to “a 12% reduction in urban homicides in this country.”,Chris Murphy,"By Samantha Putterman • February 15, 2024",True
“Beyoncé faces nearly $10 billion loss following ‘Black national anthem’ performance at NFL.”,Facebook posts,"By Loreben Tuquero • February 14, 2024",True
COVID-19 is caused by radiation poisoning.,Instagram posts,"By Sofia Ahmed • February 14, 2024",True
Minnesota incarcerates “about a third of what Wisconsin does.”,Kelda Helen Roys,"By Laura Schulte • February 14, 2024",True
Photo shows Ukrainian President Volodymyr Zelenskyy’s U.S. naturalization certificate.,Instagram posts,"By Sara Swann • February 14, 2024",True
"If a woman in Texas takes “abortion pills voluntarily,” she would be “charged with murder.”",Instagram posts,"By Jeff Cercone • February 14, 2024",True
Karine Jean-Pierre ended a White House press conference to avoid answering a question.,Instagram posts,"By Sofia Ahmed • February 13, 2024",True
"En una entrevista con Tucker Carlson, el presidente ruso Vladimir Putin dijo que el tema de la frontera sur de Estados Unidos le parece ""irónicamente divertido"".",X posts,"By Sara Swann • February 13, 2024",True
Video shows Russia was attacked with direct energy weapons after Tucker Carlson’s interview with Vladimir Putin was released.,TikTok posts,"By Sofia Ahmed • February 13, 2024",True
"Food “costs 40%, 50%, 60% more than it did just a few years ago.”",Donald Trump,"By Louis Jacobson • February 13, 2024",True
"Arson, not climate change, caused Canada’s record 2023 wildfire season.",Instagram posts,"By Jeff Cercone • February 12, 2024",True
"Jason Kelce “arrived in Vegas, for the Superbowl, dressed as Alan from The Hangover.”",X posts,"By Loreben Tuquero • February 12, 2024",True
Photo shows Taylor Swift wearing an anti-Donald Trump T-shirt.,Facebook posts,"By Sara Swann • February 12, 2024",True
"""Texas dará a los Latinos un estímulo de salud de hasta $6,400"" que “cubrirá tus alimentos y el alquiler por un año”.",Facebook posts,"By Maria Briceño • February 12, 2024",True
An 1871 law made the United States government a for-profit corporation.,TikTok posts,"By Sofia Ahmed • February 12, 2024",True
"Department of Homeland Security Secretary Alejandro Mayorkas' border policy is ""personally responsible"" for fentanyl crossing the border",Michael McCaul,"By Bayliss Wagner • February 12, 2024",True
"On classified documents in his possession, “none of it was high classified.”",Joe Biden,"By Maria Ramirez Uribe • February 9, 2024",True
King Charles’ cancer diagnosis is linked to mRNA cancer therapy trial in U.K.,Instagram posts,"By Loreben Tuquero • February 9, 2024",True
Paper shows “mRNA COVID-19 vaccines caused more deaths” than lives saved.,Instagram posts,"By Sara Swann • February 9, 2024",True
“I cooperated far more” than Joe Biden in the classified documents investigations.,Donald Trump,"By Amy Sherman • February 9, 2024",True
"""Ukraine puts Tucker Carlson on a ‘hit list’ after an interview with Vladimir Putin.”",Instagram posts,"By Jeff Cercone • February 9, 2024",True
"""NYC to give ILLEGALS $53 Million in Prepaid Credit Cards.""",Facebook posts,"By Kwasi Gyamfi Asiedu • February 9, 2024",True
"In an interview with Tucker Carlson, Russian President Vladimir Putin said he finds the U.S.-Mexico border issue “ironically amusing.”",Instagram posts,"By Sara Swann • February 9, 2024",True
"""El Senado de EE. UU. ha dado luz verde a un acuerdo que cierra inmediatamente las fronteras del país y limitará todas las peticiones de asilo y apelaciones”.",TikTok posts,"By Maria Briceño • February 9, 2024",True
“The law in Wisconsin (on abortion time limit) is 20 weeks. That is way outside the international bounds.”,Robin Vos,"By D.L. Davis • February 9, 2024",True
Ben Shapiro posted that Tracy Chapman stole “the spotlight from Luke (Combs)” at the Grammys as part of “the woke war on straight white male success”,Viral image,"By Grace Abels • February 8, 2024",True
Video shows “Putin refused to acknowledge Netanyahu.”,Instagram posts,"By Sofia Ahmed • February 8, 2024",True
Postpartum Medicaid coverage expanded from three states to 43 states because of the Biden administration.,Kamala Harris,"By Marta Campabadal Graus • February 8, 2024",True
"Since Russia invaded Ukraine, “not a single Western journalist has bothered to interview Putin.”",Tucker Carlson,"By Madison Czopek • February 8, 2024",True
"The presence of soft tissue and carbon-14 in dinosaur bones proves they lived “only a few thousand years” ago, not millions of years ago.",Instagram posts,"By Sofia Ahmed • February 8, 2024",True
“George Soros worked for Hitler. Klaus Schwab’s father also worked for Hitler.”,Instagram posts,"By Loreben Tuquero • February 8, 2024",True
“We think the Earth’s warming” because “we’re literally cooking the books” with flawed temperature data.,Jesse Watters,"By Madison Czopek • February 8, 2024",True
President Joe Biden admitted to using the Justice Department to pursue his political foes.,Instagram posts,"By Kwasi Gyamfi Asiedu • February 8, 2024",True
“Inflation has been at the pre-pandemic level of 2% over the last half year.”,Joe Biden,"By Louis Jacobson • February 7, 2024",True
"Taylor Swift was photographed holding a “Trump won, Democrats cheated!” flag at the Grammy Awards.",Instagram posts,"By Sofia Ahmed • February 7, 2024",True
Biden’s strategy is to “get as many illegals in the country as possible” and “legalize them to create a permanent majority.”,Elon Musk,"By Amy Sherman • February 6, 2024",True
"""El Comité Central Chino para la Calidad de los Alimentos ha anunciado la prohibición de la venta de Coca-Cola para consumo humano en todo el país"".",Facebook posts,"By Marta Campabadal Graus • February 6, 2024",True
"""Last time Democrats removed a Republican from the ballot” was Abraham Lincoln in 1860.",Instagram posts,"By Jeff Cercone • February 6, 2024",True
"In Oklahoma, ""I won 77 out of 77 counties. Ronald Reagan is second with 56.""",Donald Trump,"By Louis Jacobson • February 6, 2024",True
Martin Luther King Jr. is “rallying around President Trump!”,Facebook posts,"By Loreben Tuquero • February 6, 2024",True
Wearing this bracelet aids in weight loss.,Facebook posts,"By Sara Swann • February 6, 2024",True
"“Wisconsin had over 1,400 opioid overdose deaths in 2022.”",Tammy Baldwin,"By Laura Schulte • February 6, 2024",True
"The Senate’s border bill “accepts 5,000 illegal immigrants a day.”",Steve Scalise,"By Maria Ramirez Uribe • February 6, 2024",True
"If Texas says, “‘We don’t want to be part of America anymore’ … that’s their decision to make.”",Nikki Haley,"By Sara Swann • February 5, 2024",True
"Under President Joe Biden, “Black unemployment is the lowest in American history.”",Donna Brazile,"By Louis Jacobson • February 5, 2024",True
Russian United Nations representative Vasily Nebenzya spoke about Russia supplying weapons to Texas to use in its border dispute with the Biden administration.,TikTok posts,"By Sofia Ahmed • February 5, 2024",True
Killer Mike arrested at Grammy Awards for not endorsing Joe Biden on “Real Time with Bill Maher.”,TikTok posts,"By Jeff Cercone • February 5, 2024",True
“It’s been revealed that Fauci brought COVID to the Montana one year before COVID broke out in the U.S.!”,Matthew Rosendale,"By Katheryn Houghton • February 5, 2024",True
"""Nuevo beneficio de plan de entierro que cubre el 100 % de sus gastos funerarios""",Facebook posts,"By Marta Campabadal Graus • February 2, 2024",True
"El doctor ecuatoriano Marco Albuja ""fue atacado por miembros de empresas farmacéuticas por revelar una cura secreta para la hipertensión"".",Facebook posts,"By Maria Briceño • February 2, 2024",True
“Texas tractors defend border.”,Facebook posts,"By Katelyn Ferral • February 2, 2024",True
The government is spraying chemicals into the sky to block the sun.,Instagram posts,"By Katelyn Ferral • February 2, 2024",True
"Taylor Swift was photographed holding a “Trump won, Democrats cheated!” flag.",Instagram posts,"By Sofia Ahmed • February 2, 2024",True
"""(The) top issue for college students is the economy.""",Scott Walker,"By Hope Karnopp • February 2, 2024",True
"“In April last year, our state unemployment rate hit a record low of 2.4%. Last year, Wisconsin had an all-time lowest number of unemployed workers ever in modern history.”",Tony Evers,"By Sophia Voight • February 2, 2024",True
The Marburg virus has been implanted into people who were vaccinated and has nanotechnology that can be activated through 5G technology.,Instagram posts,"By Sofia Ahmed • February 1, 2024",True
Stanley cups tested positive for lead “inside of the cup where the drink is.”,Facebook posts,"By Jeff Cercone • February 1, 2024",True
"Rep. Ilhan Omar said her ""top priority is to put Somalia first and expand its territory.”",X posts,"By Kwasi Gyamfi Asiedu • February 1, 2024",True
Photo shows explosives disguised as food cans.,Instagram posts,"By Sara Swann • February 1, 2024",True
“Epstein List” shows 166 people connected to convicted sex offender Jeffrey Epstein.,Instagram posts,"By Loreben Tuquero • February 1, 2024",True
"El logotipo de la Organización de las Naciones Unidas ""es el mapa de la tierra plana rodeado por la Antártida"".",Facebook posts,"By Maria Briceño • January 31, 2024",True
"Movsum Samadov ""condenado por 12 años en prision por tratar de derrocar a su gobierno"" entró a EEUU ""por la frontera"".",TikTok posts,"By Maria Briceño • January 31, 2024",True
Oat milk “raises your blood sugar as much as drinking a Coke.”,Instagram posts,"By Sofia Ahmed • January 31, 2024",True
Democrats “used COVID to cheat” in the 2020 election.,Donald Trump,"By Amy Sherman • January 30, 2024",True
China “experimenta con una nueva cepa de” COVID “que muestra ser 100% mortal”.,Facebook posts,"By Sara Swann • January 30, 2024",True
Video shows people “heading to Texas to stop the Biden Border Invasion.”,Instagram posts,"By Loreben Tuquero • January 30, 2024",True
"“Today in America, 1 in 3 women of reproductive age live in a state with an abortion ban.”",Kamala Harris,"By Samantha Putterman • January 30, 2024",True
Judge in E. Jean Carroll-Donald Trump trial “involved in sex trafficking.”,Instagram posts,"By Jeff Cercone • January 30, 2024",True
"Video shows a convicted terrorist, Movsum Samadov, coming to the U.S. through the southern border.",Facebook posts,"By Maria Briceño • January 30, 2024",True
Twelve babies died from taking RSV drug in clinical trials.,Instagram posts,"By Jeff Cercone • January 30, 2024",True
"""Ecuador firma acuerdo con los Estados Unidos para obtener presencia militar debido a los recientes acontecimientos por parte de delicuentes.""",TikTok posts,"By Maria Briceño • January 30, 2024",True
"In the past year, Michigan, Minnesota and Illinois passed ""highly popular” policies such as paid family leave, one of several issues that have been stymied in Wisconsin by Republicans.",Chris Larson,"By Sophia Voight • January 30, 2024",True
Elon Musk is not allowing X users to search for Taylor Swift on the platform “out of fear they will find this pro-Biden image of her.”,Social Media,"By Katelyn Ferral • January 30, 2024",True
"The government will send a $2,400 check monthly to people earning less than $30 an hour.",Facebook posts,"By Kwasi Gyamfi Asiedu • January 30, 2024",True
The Pfizer COVID-19 vaccine “shuts off” recipients’ hearts.,Instagram posts,"By Sara Swann • January 29, 2024",True
"An activist spoke about LGBTQ+ issues at a Plano, Texas, city council meeting.",Instagram posts,"By Loreben Tuquero • January 29, 2024",True
"“Tens of thousands of auto jobs were lost nationwide during Trump's presidency,” but during Biden’s presidency, “we've created more than 250,000 auto jobs.”",Joe Biden,"By Louis Jacobson • January 29, 2024",True
“Klaus Schwab admits ‘political revolution’ against the ‘great reset’ is destroying his agenda.”,Instagram posts,"By Madison Czopek • January 26, 2024",True
United Nations troops can “round up” and forcibly “vaccinate the population” if WHO pandemic treaty is passed.,Instagram posts,"By Jeff Cercone • January 26, 2024",True
Chinese scientists “created (a) new COVID-19 strain (with) 100% fatality.”,Instagram posts,"By Sara Swann • January 26, 2024",True
"Jaw-dropping footage from Epstein’s first jail cell provides concrete evidence that Bill Clinton, Prince Andrew, Bill Gates and Oprah Winfrey played a significant role in Epstein’s death.",Instagram posts,"By Sofia Ahmed • January 26, 2024",True
"""There are a thousand billionaires now and you know what their average tax rate is? 8%.""",Joe Biden,"By Sophia Voight • January 26, 2024",True
"In vaccinated males, the COVID-19 vaccine’s spike protein “has entirely replaced their sperm.”",Arne Burkhardt,"By Katelyn Ferral • January 26, 2024",True
“Rep. Dean Phillips received almost twice as many votes as Biden did in the New Hampshire primary.”,X posts,"By Grace Abels • January 26, 2024",True
"""Unfortunately during COVID, the clerks in Madison and Milwaukee told their constituents that they were actually indefinitely confined and did not have to come and vote, which was incorrect.""",Cindi Duchow,"By D.L. Davis • January 26, 2024",True
Social media post claims judge in Trump’s defamation trial engaged in “election interference” by delaying the trial to New Hampshire’s primary day.,Instagram posts,"By Madison Czopek • January 25, 2024",True
“US hospitals caught injecting experimental Ebola vaccine that sheds!”,Instagram posts,"By Jeff Cercone • January 25, 2024",True
Alex Soros posted a “direct violent threat to Donald Trump!”,The Gateway Pundit,"By Sofia Ahmed • January 25, 2024",True
"“In August 2023, illegal immigration outpaced American births.”",Tucker Carlson,"By Kwasi Gyamfi Asiedu • January 25, 2024",True
“New proposed bill in Maine says the state can take custody of a kid if the parents oppose” gender-affirming care,X posts,"By Grace Abels • January 24, 2024",True
President Joe Biden changed the State of the Union Address from summer to March.,Instagram posts,"By Madison Czopek • January 24, 2024",True
“Florida state government (has the) lowest number of state employees per capita in the country.”,Ron DeSantis,"By Louis Jacobson • January 23, 2024",True
Sports journalist Mike Dickson died because of COVID-19 vaccines.,Instagram posts,"By Madison Czopek • January 23, 2024",True
"""Nikki Haley refused to call illegals criminals"" and ""repeatedly pushed amnesty for illegals.""",MAGA Inc,"By Maria Ramirez Uribe • January 23, 2024",True
"""After Roe was dismantled, extremists evoked a law from 1849 to stop abortion”  in Wisconsin.",Kamala Harris,"By Hope Karnopp • January 23, 2024",True
Kentucky Republican lawmaker “wants to legalize sexual relations with first cousins.”,Instagram posts,"By Sofia Ahmed • January 22, 2024",True
Says President Joe Biden said that Democrats should not vote in the New Hampshire primary.,Robocaller,"By Amy Sherman • January 22, 2024",True
"Says Winston Churchill said, “Success is not final, failure is not fatal: it is the courage to continue that counts.”",Ron DeSantis,"By Maria Ramirez Uribe • January 21, 2024",True
"Un nuevo programa llamado Acta de Atención Médica ofrece ""$6,400 en créditos de prima avanzados para gastos médicos costosos y necesidades diarias"".",Facebook posts,"By Marta Campabadal Graus • January 19, 2024",True
A portable heater invented by a Vietnam War-era veteran can heat a whole home and slash heating bills.,Facebook posts,"By Katelyn Ferral • January 19, 2024",True
Israeli Prime Minister Benjamin Netanyahu knew the World Trade Center buildings would be brought down six years before 9/11.,TikTok posts,"By Sofia Ahmed • January 19, 2024",True
“Any type of ground or processed meats have human flesh in them.”,Facebook posts,"By Katelyn Ferral • January 19, 2024",True
Police made ‘no arrests’ of protesters who blocked Durham Freeway,Thom Tillis,"By Paul Specht • January 19, 2024",True
"“Illegal immigrants now have the right to vote in New York.""",Instagram posts,"By Madison Czopek • January 19, 2024",True
"""Imágenes del ataque hutí al barco estadounidense porta contenedores M/V Gibraltar Eagle en el mar rojo""",X posts,"By Madison Czopek • January 19, 2024",True
Vaccines that are routinely given to children contain unsafe amounts of aluminum.,Instagram posts,"By Sofia Ahmed • January 19, 2024",True
"Donald Trump “proposed when he was president” that “he wanted to raise the gas tax up to 25 cents.""",Nikki Haley,"By Louis Jacobson • January 19, 2024",True
"“Every booster you take, you’re more likely to get COVID as a result of it.”",Ron DeSantis,"By Louis Jacobson • January 19, 2024",True
"Congress has passed a $6,400 subsidy for low-income Americans.",Facebook posts,"By Kwasi Gyamfi Asiedu • January 19, 2024",True
"“Bryan Steil is part of a group that wants to cut Social Security and Medicare, that would be devastating.”",Opportunity Wisconsin,"By Hope Karnopp • January 19, 2024",True
World Economic Forum event is evidence that global leaders are planning a new pandemic called Disease X.,Instagram posts,"By Jeff Cercone • January 18, 2024",True
President Joe Biden said he will “send F-15s” to “wage war against Texas.”,TikTok posts,"By Sara Swann • January 18, 2024",True
"En Florida ""se ha aprobado un nuevo programa regulado por el estado, diseñado para cubrir los gastos funerales y está disponible para todas las personas mayores de 35 años"".",Facebook posts,"By Marta Campabadal Graus • January 18, 2024",True
“Haley’s plan cuts Social Security benefits for 82% of Americans.”,Donald Trump,"By Samantha Putterman • January 18, 2024",True
"""Es un día triste para España: decimos adiós a Felipe VI"".",Facebook posts,"By Maria Briceño • January 18, 2024",True
Lil Nas X was accepted to Liberty University in Christian Leadership and Biblical Studies.,Instagram posts,"By Sofia Ahmed • January 17, 2024",True
A possible measles exposure at Dulles and Reagan airports is related to “Disease X.”,TikTok posts,"By Katelyn Ferral • January 17, 2024",True
“El nuevo Programa de Alivio de Impuestos está ayudando a miles de hispanos a que por fin puedan liquidar sus impuestos de una vez por todas”.,Facebook posts,"By Maria Briceño • January 17, 2024",True
"Video shows President Joe Biden promoting a $6,400 government subsidy.",Facebook posts,"By Sara Swann • January 17, 2024",True
Suggests there have been 17 million deaths from the COVID-19 vaccines.,Instagram posts,"By Kwasi Gyamfi Asiedu • January 17, 2024",True
"Women ""store DNA"" from all their male sexual partners.",Instagram posts,"By Grace Abels • January 17, 2024",True
Abraham Lincoln’s coin is copper because he ended slavery. Figures on other U.S. coins “face left because they turned their backs to him in protest.”,Instagram posts,"By Jeff Cercone • January 17, 2024",True
"""Bucks star Giannis Antetokounmpo signed a three-year contract for $186 million. He and his family, being African American, could receive benefits under affirmative action.”",Dave Murphy,"By Ricardo Torres • January 17, 2024",True
Video shows a “US-owned cargo ship was just hit by a missile off the coast of Yemen!”,Instagram posts,"By Madison Czopek • January 16, 2024",True
Video shows Kelly Clarkson endorsing a natural weight loss product.,Facebook posts,"By Sofia Ahmed • January 16, 2024",True
“This is the third time we’ve won but this is the biggest win” in Iowa caucus.,Donald Trump,"By Amy Sherman • January 16, 2024",True
U.S. tax dollars “have gone to promote transgenderism in Bangladesh.”,Ron DeSantis,"By Grace Abels • January 12, 2024",True
"CNN reported that Dr. Ben Carson has discovered a natural cure for headaches, cholesterol levels and blood pressure symptoms.",Facebook posts,"By Katelyn Ferral • January 12, 2024",True
"A juice of carrots, cucumbers and garlic will ""restore perfect vision in seven days.”",Facebook posts,"By Katelyn Ferral • January 12, 2024",True
"In Palm Springs, California, “transgender residents to receive a monthly payment of $900.”",Instagram posts,"By Madison Czopek • January 12, 2024",True
"Video muestra ""muñeco de niño palestino hecho en Israel”.",TikTok posts,"By Maria Briceño • January 12, 2024",True
A video showing an orb exploding Jan. 1 at a Miami mall is proof that the Blue Beam project started.,Instagram posts,"By Sofia Ahmed • January 12, 2024",True
