claim,source,date,label
"“The Trump administration is giving each and every adult in America $18,000.”",Instagram posts,"By Sara Swann • February 5, 2025",True
Ukrainian President Volodymyr Zelenskyy “just threw the whole Ukraine money laundering operation under the bus … by stating he’s received less than half of the over $177 billion in aid sent by the United States.”,Facebook posts,"By Caleb McCullough • February 5, 2025",True
“Melania wins $900 million ‘defamation lawsuit’ against The View & Sunny Hostin.”,Threads posts,"By Sofia Ahmed • February 4, 2025",True
"Says White House Press Secretary Karoline Leavitt said, “Jesus didn’t have electricity and he did just fine.”",Threads posts,"By Ciara O'Rourke • February 4, 2025",True
Video shows “airplane crash with helicopter in Washington D.C.”,Facebook posts,"By Ciara O'Rourke • February 4, 2025",True
Ukrainian officials released list of “kickbacks” given to 18 U.S. politicians.,Facebook posts,"By Jeff Cercone • February 4, 2025",True
CNN reported on the Potomac River plane and helicopter crash “hours before it happened.”,Instagram posts,"By Madison Czopek • February 4, 2025",True
“Elon Musk shocks the world by blocking Pride on X forever: ‘Children must come first.’”,Facebook posts,"By Ciara O'Rourke • February 4, 2025",True
"The National Human Trafficking Hotline “in the last four years decided that they would no longer report tips to law enforcement, that they would take a more victim-centered approach.”",Ashley Moody,"By Samantha Putterman • February 4, 2025",True
We’re one of the very few nations that allowed birthright citizenship.”,Ron Johnson,"By Hope Karnopp • February 4, 2025",True
The Black Hawk helicopter involved in the American Airlines crash “was being controlled remotely.”,Threads posts,"By Sofia Ahmed • February 3, 2025",True
"Video shows a dam breaking Sept. 28, 2024, in North Carolina.",Viral image,"By Ciara O'Rourke • February 3, 2025",True
"Photo shows “a dangerous serial killer” named Jaden Williams in Monroe, Louisiana.",Facebook posts,"By Sara Swann • February 3, 2025",True
"“1,500 IRS agents have submitted letters of resignation after Trump announced he would put 90,000 superfluous IRS personnel on border patrol.”",Instagram posts,"By Loreben Tuquero • February 3, 2025",True
Photo shows Black Hawk helicopter pilot in fatal crash worked for years with President Joe Biden at the White House.,Instagram posts,"By Jeff Cercone • February 3, 2025",True
"A Jan. 6, 2021, U.S. Capitol rioter pardoned by President Donald Trump was “killed when she used her 2A rights with a shotgun while being served for eviction.”",Threads posts,"By Ciara O'Rourke • January 31, 2025",True
“A dangerous Hispanic couple” is “on the run after killing 3 female police officers.”,Facebook posts,"By Ciara O'Rourke • January 31, 2025",True
Video shows “Donald Trump just announced that America will no longer give visas to Nigerians.”,Viral image,"By Ciara O'Rourke • January 31, 2025",True
“Donald Trump is reportedly furious with Elon Musk for convincing him to push out the head of the FAA because Musk was mad SpaceX got fined last September by the FAA for license violations.”,Threads posts,"By Sofia Ahmed • January 31, 2025",True
Imagen muestra a oficiales de inmigración arrestando a un hombre vestido con una camisa de “Latinos for Trump 2024”.,Instagram posts,"By Maria Briceño • January 31, 2025",True
“I changed the Obama policy (on hiring air traffic controllers) ... And then Biden came in and he changed it.”,Donald Trump,"By Caleb McCullough • January 31, 2025",True
“ICE just announced it is pausing the hotline where people can call to report undocumented immigrants because 90% of the calls are from people reporting Elon Musk.”,Threads posts,"By Ciara O'Rourke • January 31, 2025",True
“The Episcopal Archdiocese of Washington has removed” Bishop Mariann Budde “from the National Cathedral.”,Threads posts,"By Ciara O'Rourke • January 31, 2025",True
“Pilot of Blackhawk helicopter that crashed into passenger jet at Reagan National was a transgender woman named Jo Ellis.”,Facebook posts,"By Loreben Tuquero • January 31, 2025",True
"“As a Californian, we have given more to the recovery of other states than any other state in the union.”",Adam Schiff,"By Louis Jacobson • January 31, 2025",True
The U.S. has an egg shortage because the “Biden administration and the Department of Agriculture directed the mass killing of more than 100 million chickens.”,Karoline Leavitt,"By Jeff Cercone • January 30, 2025",True
"Says Treasury Secretary Scott Bessent posted on X, “I’m committed to eliminating income taxes, replacing them with a fair consumption tax, and adopting gold-backed currency.”",Viral image,"By Ciara O'Rourke • January 30, 2025",True
A video shows “people around the world” who are “protesting because Donald Trump is the president.”,Instagram posts,"By Sofia Ahmed • January 30, 2025",True
“Biden pardons are unconstitutional! 7th Circuit Court Judge Joseph Barron ruled that there is no provision to pardon someone who hasn’t been formally charged.”,Instagram posts,"By Ciara O'Rourke • January 30, 2025",True
“Pfizer just released its list of side effects of its COVID-19 vaccine.”,Facebook posts,"By Sofia Ahmed • January 30, 2025",True
“The VIP on the Black Hawk helicopter that crashed was Barack Obama.”,X posts,"By Sofia Ahmed • January 30, 2025",True
Image shows immigration officers arresting someone wearing a “Latinos for Trump 2024” shirt in 2025.,Viral image,"By Ciara O'Rourke • January 30, 2025",True
"Images show a “beautiful baby boy, estimated to be between 7 months to a year old … found dumped by the roadside” in January 2025.",Facebook posts,"By Ciara O'Rourke • January 30, 2025",True
Robert F. Kennedy Jr. “made $2.5 million off suing one of the entities that (he would be regulating) and plans to keep getting a take of every lawsuit in the future.”,Elizabeth Warren,"By Sara Swann • January 30, 2025",True
“DOGE and OMB also found that there was about to be $50 million taxpayer dollars that went out the door to fund condoms in Gaza.”,Karoline Leavitt,"By Caleb McCullough • January 30, 2025",True
"“JD Vance is in North Carolina, and he’s found furnished apartments to put the people in that have been living in tents.”",TikTok posts,"By Madison Czopek • January 30, 2025",True
Reps. Alexandria Ocasio-Cortez and Jamie Raskin “have filed articles of impeachment against President Trump for pardoning the J6 prisoners.”,Threads posts,"By Ciara O'Rourke • January 29, 2025",True
"""The Biden administration kicked 2,000 displaced North Carolinians out of their temporary housing into freezing 20-degree weather,"" earlier in January.",Donald Trump,"By Amy Sherman • January 29, 2025",True
“Gavin Newsom directed the removal of Elon Musk from the command post and ordered Cal Fire firefighters to return donated starlinks.”,Instagram posts,"By Ciara O'Rourke • January 29, 2025",True
"Says Eric Trump post on X, “Any and all who dare to defy the American Golden Age, heed this warning: You WILL lose. Tow the line, or we WILL run you down!”",Instagram posts,"By Ciara O'Rourke • January 29, 2025",True
North Carolina Republicans “took money out of western North Carolina” with Hurricane Helene relief bill.,Roy Cooper,"By Paul Specht • January 29, 2025",True
"“Under Trump's executive order, every single person in America is now legally classified as female.”",X posts,"By Grace Abels • January 29, 2025",True
“President Trump just announced full nationwide concealed carry reciprocity.”,Facebook posts,"By Ciara O'Rourke • January 29, 2025",True
Image shows President Donald Trump’s response “to Selena Gomez’ meltdown.”,Viral image,"By Ciara O'Rourke • January 28, 2025",True
"“The Fraternal Order of Police, the largest police union in the country, just released a statement rescinding their endorsement of President Trump.”",Threads posts,"By Ciara O'Rourke • January 28, 2025",True
“Serial killer Ryan Edward … is on the run after killing 3 female police officers.”,Viral image,"By Ciara O'Rourke • January 28, 2025",True
“El presidente Donald Trump acaba de firmar una orden ejecutiva que prohíbe la residencia permanente a inmigrantes que se casen con un ciudadano estadounidense”.,Instagram posts,"By Maria Briceño • January 28, 2025",True
"“Elon Musk confirms he will spend a massive amount to acquire MSNBC, vows to fire Joy Reid to ‘end toxicity.’”",Instagram posts,"By Ciara O'Rourke • January 28, 2025",True
Wisconsin makes it more difficult for its citizens to vote than almost any state in the nation.,Common Cause,"By Madeline Heim • January 28, 2025",True
A proposed constitutional amendment “would allow anyone to run for a 3rd term. Including — Barack Obama.”,Threads posts,"By Ciara O'Rourke • January 27, 2025",True
“BREAKING NEWS: Michael Jordan calls for ban on pride flag in sports and US school system.”,Facebook posts,"By Loreben Tuquero • January 27, 2025",True
"President Donald Trump signed an executive order to replace the IRS with the External Revenue Service, eliminating tax returns and income tax.",Facebook posts,"By Caleb McCullough • January 27, 2025",True
The words “help” and “trafico” in a Google Maps aerial view of Los Angeles are connected to human trafficking.,Facebook posts,"By Ciara O'Rourke • January 27, 2025",True
"“Whoopi Goldberg, Megan Rapinoe and Taylor Swift decide to leave the United States.”",Facebook posts,"By Ciara O'Rourke • January 27, 2025",True
President Donald Trump’s birthright citizenship executive order would affect former Vice President Kamala Harris’ citizenship status.,Threads posts,"By Kwasi Gyamfi Asiedu • January 24, 2025",True
"Photos show Jeffrey Thomas, a “serial killer on the loose.”",Facebook posts,"By Ciara O'Rourke • January 24, 2025",True
“The removal of birthright citizenship only applies to the children of those that are here ILLEGALLY.”,Threads posts,"By Madison Czopek • January 24, 2025",True
“The U.S. Senate has the votes to remove Trump from office if the House votes to impeach.”,X posts,"By Caleb McCullough • January 24, 2025",True
"After President Donald Trump took office, the U.S. government approved a 2025 $1,000 stimulus program for all Americans.",Facebook posts,"By Sara Swann • January 24, 2025",True
Video shows “roads heading to Mexico are jam packed as mass deportations have started.”,X posts,"By Loreben Tuquero • January 24, 2025",True
“FEMA has been directed back to North Carolina with $2 billion in emergency funds: ‘We transferred it from the programs that fund welfare for illegals. They don’t be needing it.’”,Facebook posts,"By Ciara O'Rourke • January 24, 2025",True
President Donald Trump declared “a state of emergency in Florida because of snow.”,Threads posts,"By Ciara O'Rourke • January 24, 2025",True
“CBS Evening News” anchor Norah O’Donnell was fired.,Threads posts,"By Jeff Cercone • January 24, 2025",True
"The U.S. House Select Committee that investigated the Jan. 6, 2021, attack on the U.S. Capitol “deleted and destroyed all of the information that they collected over two years.”",Donald Trump,"By Samantha Putterman • January 24, 2025",True
"Video muestra a inmigrantes en México que ""se dirigen al punto de control en el Paso Texas con el objetivo de entrar a la fuerza hacia los Estados Unidos debido a que aplicación CBP One quedó fuera de servicio"".",X posts,"By Marta Campabadal Graus • January 24, 2025",True
“Fani Willis has just confessed to collusion with J6 committee.”,Instagram posts,"By Sofia Ahmed • January 24, 2025",True
Image shows President Donald Trump responding to a picture rapper Ye drew of them.,Viral image,"By Ciara O'Rourke • January 23, 2025",True
Sen. John Fetterman is leaving the Democratic Party.,Threads posts,"By Ciara O'Rourke • January 23, 2025",True
"President Donald Trump ""just reversed all the cost caps Biden negotiated for anyone on Medicare or Medicaid.""",Facebook posts,"By Caleb McCullough • January 23, 2025",True
Elon Musk posted on X that the MAGA movement will “succeed in all the ways Nazi Germany failed to.”,X posts,"By Sara Swann • January 23, 2025",True
Former President Joe Biden “pardoned Michael Byrd.”,Facebook posts,"By Ciara O'Rourke • January 23, 2025",True
"""Our nation’s tallest mountain … has been called Denali for thousands of years.""",Lisa Murkowski,"By Kwasi Gyamfi Asiedu • January 23, 2025",True
Video shows Robert F. Kennedy Jr. promoting an alternative diabetes treatment.,Viral image,"By Ciara O'Rourke • January 23, 2025",True
“ICE has released the tip hotline to turn in illegal immigrants. They paying $750 for each illegal immigrant.”,Instagram posts,"By Maria Briceño • January 23, 2025",True
"Voter ID ""is supported, if you look at any poll, by 70 to 80% of the public.""",Robin Vos,"By Hope Karnopp • January 23, 2025",True
"After the inauguration, Meta forced users to follow President Donald Trump and Vice President JD Vance on Facebook, Instagram and Threads.",Social Media,"By Sara Swann • January 22, 2025",True
"""La nueva ley de apoyo infantil de Donald Trump...si recibes manutención infantil ya no podrás reclamar al niño en tus impuestos, solo la persona que está pagando la manutención puede"".",Facebook posts,"By Sofia Ahmed • January 22, 2025",True
“The Equal Rights Amendment has become part of our Constitution.”,Joe Biden,"By Caleb McCullough • January 22, 2025",True
Former President Joe Biden’s farewell address was prerecorded and the event livestream shows “his handlers queuing it up.”,Social Media,"By Sofia Ahmed • January 22, 2025",True
Video shows “The Simpsons” predicted the Los Angeles wildfires.,Facebook posts,"By Ciara O'Rourke • January 21, 2025",True
Videos show that President Donald Trump admitted to rigging the 2024 election during his preinauguration day rally.,Social Media,"By Loreben Tuquero • January 21, 2025",True
"""Llego la ayuda Mexicana a California"" para combatir los incendios.",Instagram posts,"By Marta Campabadal Graus • January 21, 2025",True
"Video shows a “group of South African firefighters who have landed in Canada to make their way to LA, to help.”",Viral image,"By Ciara O'Rourke • January 21, 2025",True
"“Whoopi Goldberg’s mansion in Los Angeles was destroyed in a wildfire, with damages estimated at millions of dollars.”",Facebook posts,"By Ciara O'Rourke • January 21, 2025",True
“Trump passed a new law that whoever is paying the child support will get to declare those children on their taxes.”,Social Media,"By Sofia Ahmed • January 21, 2025",True
California wildfires have “nothing to do with climate change.”,Donald Trump Jr.,"By Caleb McCullough • January 21, 2025",True
Second lady Usha Vance “will have her citizenship revoked if (President Donald) Trump signs his executive order banning birthright citizenship.”,Threads posts,"By Sara Swann • January 21, 2025",True
The United States is the only country with unrestricted birthright citizenship.,Donald Trump,"By Samantha Putterman • January 21, 2025",True
Imágenes muestran animales heridos en los incendios de Los Ángeles.,Facebook posts,"By Maria Briceño • January 21, 2025",True
President-elect Donald Trump posted on X that he is “purchasing TikTok.”,TikTok posts,"By Sara Swann • January 17, 2025",True
Buncombe County “is still demanding property taxes on homes destroyed by Hurricane Helene based on pre-Helene assessments that no longer apply.”,Dana Loesch,"By Paul Specht • January 17, 2025",True
"“Some of these (California) reservoirs have been dry for 15, 20 years.""",JD Vance,"By Caleb McCullough • January 17, 2025",True
“All three California wild fires seem to start at the same time!”,Viral image,"By Ciara O'Rourke • January 17, 2025",True
“Jimmy Kimmel just announced that his show will end on January 20th … he’s leaving for Canada and says he’s ‘never coming back.’”,Facebook posts,"By Ciara O'Rourke • January 17, 2025",True
Video shows Mexican firefighters going to help with California fires.,Viral image,"By Ciara O'Rourke • January 17, 2025",True
"Amazon, Google, Meta, Microsoft, Apple and Uber haven’t donated anything toward LA fire relief, but Taylor Swift donated $10 million.",Social Media,"By Sofia Ahmed • January 16, 2025",True
Video claims to show the Los Angeles fires.,Facebook posts,"By Kwasi Gyamfi Asiedu • January 16, 2025",True
Los Angeles wildfires are part of a Hollywood conspiracy to cover up evidence related to Sean “Diddy” Combs.,Instagram posts,"By Sara Swann • January 16, 2025",True
“Bomberos que combaten los incendios en Los Ángeles sostienen imagen de Nuestra Madre Santísima”.,Facebook posts,"By Maria Briceño • January 16, 2025",True
"“So (Los Angeles), Hollywood, and California (get) 100% aid for the next 180 days while Western North Carolina got $750.”",Facebook posts,"By Madison Czopek • January 16, 2025",True
On banning TikTok,Donald Trump,"By Kwasi Gyamfi Asiedu • January 16, 2025",True
"Photos and videos show Washington, D.C., protests against White House adviser Elon Musk are “staged & paid — bussed in, scripted, clocked out.”",X posts,"By Grace Abels • April 11, 2025",Mostly True
"In 2024, “China made $1 trillion off trade with the United States.”",Donald Trump,"By Louis Jacobson • April 11, 2025",Mostly True
"“China cancela la venta de TikTok” y “a partir de finales de abril los usuarios estadounidenses tendrán que pagar una tarifa mensual obligatoria para seguir usando TikTok"".",TikTok posts,"By Maria Briceño • April 11, 2025",Mostly True
"The 2020 election was “rigged” and Chris Krebs, former Cybersecurity and Infrastructure Security Agency director, “baselessly” dismissed “election malfeasance.”",Donald Trump,"By Maria Ramirez Uribe • April 10, 2025",Mostly True
The U.S. is “taking in almost $2 billion a day in tariffs.”,Donald Trump,"By Amy Sherman • April 10, 2025",Mostly True
“We had an agriculture export deficit that increased from zero when President Trump left to $49 billion” under former President Joe Biden.,Brooke Rollins,"By Maria Ramirez Uribe • April 9, 2025",Mostly True
On enacting country-by-country tariffs April 9.,Donald Trump,"By Amy Sherman • April 9, 2025",Mostly True
Men “have the lowest college attainment rate ever.”,Ruben Gallego,"By Claire Cranford • April 9, 2025",Mostly True
"Says Kevin Hassett, National Economic Council director, said on April 7, “Trump is considering a 90-day pause in tariffs for all countries except China.”",X posts,"By Madison Czopek • April 8, 2025",Mostly True
Video shows South African news outlet reporting Ukraine President Volodymyr Zelenskyy “purchased a controlling stake” in a mine.,Viral image,"By Ciara O'Rourke • April 4, 2025",Mostly True
"Says Cleveland Clinic said, “Millions of COVID-vaxxed will die within ‘5 years.’”",Facebook posts,"By Ciara O'Rourke • April 4, 2025",Mostly True
“White hats to investigate Wisconsin Supreme Court election.”,Viral image,"By Ciara O'Rourke • April 4, 2025",Mostly True
"Photo shows “Pope Francis, shaking the hand of the priest of the Church of Satan.”",Facebook posts,"By Ciara O'Rourke • April 4, 2025",Mostly True
"Says Elon Musk wrote on X, “The DOGE team has discovered tens of millions of dollars spent on golf by a single government official.”",Viral image,"By Ciara O'Rourke • April 4, 2025",Mostly True
"“Caitlin Clark stuns the globe, rejects Elon Musk’s $15 million offer.”",Facebook posts,"By Ciara O'Rourke • April 4, 2025",Mostly True
Video of gray skies in northern Michigan is proof of weather modification.,Facebook posts,"By Loreben Tuquero • April 4, 2025",Mostly True
“Trump ordena ataques militares en los túneles del Vaticano - Laboratorios de (adrenocromo) dirigidos por la CIA cerrados por las fuerzas especiales de EE.UU”.,Facebook posts,"By Maria Briceño • April 4, 2025",Mostly True
Says U.S. Rep. Alexandria Ocasio-Cortez’s family “must have just overlooked” “cashing her dead grandmother’s Social Security checks for a decade and a half.”,Viral image,"By Ciara O'Rourke • April 4, 2025",Mostly True
Conservative activist Laura Loomer’s reporting proves “Alex Wong is the individual who added (journalist) Jeffrey Goldberg” to the Trump administration Signal group text about bombing Yemen.,Facebook posts,"By Madison Czopek • April 4, 2025",Mostly True
Video shows “how Denmark reacted when Trump said he wanted to buy Greenland.”,Viral image,"By Ciara O'Rourke • April 4, 2025",Mostly True
"“Daughter of boxing legend, Muhammed Ali, Laila Ali, has lost her life while giving birth in a Canadian hospital.”",Facebook posts,"By Ciara O'Rourke • April 4, 2025",Mostly True
"Says President Donald Trump wrote on Truth Social, “I am ending dual citizenship under the Espionage Act and all these traitors will be ‘denaturalized and deported.’”",Viral image,"By Ciara O'Rourke • April 4, 2025",Mostly True
Photo shows a missing police officer in “extreme danger.”,Facebook posts,"By Ciara O'Rourke • April 4, 2025",Mostly True
“Egg prices came down 50%”,Donald Trump,"By Louis Jacobson • April 4, 2025",Mostly True
"""The consumer confidence in this country has gone way down.""",Cory Booker,"By Louis Jacobson • April 3, 2025",Mostly True
Images show damage from an “earthquake in Thailand.”,Facebook posts,"By Ciara O'Rourke • April 3, 2025",Mostly True
El presidente Donald Trump aprobó una nueva ley “que exige la implantación obligatoria de un chip en todos los extranjeros”.,TikTok posts,"By Maria Briceño • April 3, 2025",Mostly True
“Seven counties in Wisconsin (ran) out of ballots” and it was “intentional” to diminish Republican voter turnout.,X posts,"By Amy Sherman • April 2, 2025",Mostly True
"“Elon Musk called for a boycott of ‘The View,’ labeling it ‘a meeting place for ignorant women.’”",Facebook posts,"By Ciara O'Rourke • April 2, 2025",Mostly True
“Man gets plastic surgery and name change to date his ex-girlfriend after she obtains a restraining order.”,Viral image,"By Ciara O'Rourke • April 2, 2025",Mostly True
Kilmar Armado Abrego-Garcia “was a convicted MS-13 gang member.”,JD Vance,"By Louis Jacobson • April 2, 2025",Mostly True
President Donald Trump “just suggested replacing pride month with veterans month in honor of those who served.”,Facebook posts,"By Grace Abels • April 2, 2025",Mostly True
Says U.S. Rep. Majorie Taylor Green wrote on X that she is “a product of incest.”,Viral image,"By Ciara O'Rourke • April 2, 2025",Mostly True
Screenshots show Speaker Mike Johnson messaging on Grindr.,TikTok posts,"By Grace Abels • April 1, 2025",Mostly True
Video shows “France and Denmark are sending troops to Greenland to prepare for (an) attack from Donald Trump.”,Facebook posts,"By Madison Czopek • April 1, 2025",Mostly True
"On PBS, ""they now have drag queen storytime instead of good old ‘Sesame Street.’""",Marjorie Taylor Greene,"By Grace Abels • April 1, 2025",Mostly True
Elon Musk funded a Neuralink implant procedure for a 7-year-old girl “who was diagnosed with a rare neurological disorder.”,Facebook posts,"By Loreben Tuquero • April 1, 2025",Mostly True
"If you update your iPhone to iOS 18.3, you are going to have Starlink automatically installed in your phone.",TikTok posts,"By Maria Briceño • March 31, 2025",Mostly True
“Hillary Clinton was sending classified documents that were stamped TS or TSSCI.”,Markwayne Mullin,"By Madison Czopek • March 28, 2025",Mostly True
Image shows a “person dressed up as Pikachu to resist police violence” in Turkey.,Social Media,"By Loreben Tuquero • March 28, 2025",Mostly True
"North Carolina “always had nonpartisan judicial races, and when the Republicans took over several years ago they changed it.”",Sydney Batch,"By Paul Specht • March 28, 2025",Mostly True
Videos show tornadoes hitting Seattle on March 26 and 27.,TikTok posts,"By Jeff Cercone • March 28, 2025",Mostly True
“We have automobile plants being built at levels we've never seen … and they're going up fast.”,Donald Trump,"By Louis Jacobson • March 28, 2025",Mostly True
Phoenix’s increased wildfire risk is linked to Bill Gates’ “smart city” plans.,Facebook posts,"By Loreben Tuquero • March 28, 2025",Mostly True
“Canada makes bold decision to shut down Tesla and the US auto industry.”,Facebook posts,"By Maria Briceño • March 28, 2025",Mostly True
"“Elon Musk exposes hidden $20K roof grant. Congress approved it.""",Facebook posts,"By Jeff Cercone • March 28, 2025",Mostly True
"""Brad Schimel said that he wanted to be part of Donald Trump's support network.""",Susan Crawford,"By D.L. Davis • March 28, 2025",Mostly True
Video shows the Bitcoin whitepaper “was spotted at the White House.”,Facebook posts,"By Loreben Tuquero • March 27, 2025",Mostly True
“El nuevo presidente ha aprobado el Programa Nacional de Alivio de Deuda 2025 para todos los hispanoamericanos”.,Facebook posts,"By Maria Briceño • March 27, 2025",Mostly True
Imagen muestra a “uno de los manifestantes que participó en el vandalismo contra un concesionario de Tesla. La deportación a El Salvador fue consecuencia de sus acciones”.,Facebook posts,"By Maria Briceño • March 27, 2025",Mostly True
People can get student debt “erased” by filing Family Educational Rights and Privacy Act complaints because the Department of Government Efficiency accessed federal student loan databases.,TikTok posts,"By Claire Cranford • March 27, 2025",Mostly True
Elon Musk said “Tesla is finished” and needs “drastic changes immediately.”,Facebook posts,"By Claire Cranford • March 26, 2025",Mostly True
"""Nobody was texting war plans"" in the Trump administration Signal group text about bombing Yemen.",Pete Hegseth,"By Grace Abels • March 26, 2025",Mostly True
“El presidente Donald Trump anunció una nueva ley que prohíbe a los inmigrantes hablar español en público en los Estados Unidos”.,TikTok posts,"By Maria Briceño • March 25, 2025",Mostly True
“La medida audaz de Canadá: Tesla y la industria automotriz estadounidense cierran”.,Facebook posts,"By Maria Briceño • March 25, 2025",Mostly True
Defense Secretary Pete Hegseth “removed Colin Powell’s name from a list of notable Americans buried at Arlington National Cemetery.”,X posts,"By Madison Czopek • March 25, 2025",Mostly True
"“On Feb. 25, I voted yes on a budget resolution that protects Social Security, Medicare, and Medicaid while cutting some spending elsewhere.""",Nick LaLota,"By Julie Appleby • March 25, 2025",Mostly True
Video shows “leaked audio” of Vice President JD Vance criticizing Elon Musk and saying “he's making us look bad.”,X posts,"By Grace Abels • March 24, 2025",Mostly True
El presidente Donald Trump “firma orden ejecutiva para obligar a los bancos a que les quiten un 10% de dinero” de sus ahorros a los inmigrantes.,Facebook posts,"By Maria Briceño • March 21, 2025",Mostly True
"Netflix show “Adolescence” is based on Southport, England, knife attacker but the show “race swapped the actual killer from a black man/migrant to a white boy.”",Ian Miles Cheong,"By Jeff Cercone • March 21, 2025",Mostly True
“Nueva ley en EE.UU. impone cadena perpetua a inmigrantes que residen ilegalmente en el país”.,Facebook posts,"By Maria Briceño • March 21, 2025",Mostly True
The federal Education Department has a “budget of about $280 billion a year. Less than 25% goes to educating our students.”,Harriet Hageman,"By Louis Jacobson • March 20, 2025",Mostly True
Files reveal that John F. Kennedy Jr. wrote a 1994 letter calling then-Sen. Joe Biden “a traitor” before Kennedy’s 1999 death.,Facebook posts,"By Madison Czopek • March 20, 2025",Mostly True
Says Ukraine President Volodymyr Zelenskyy “engaged in election interference by campaigning” in Pennsylvania for former Democratic presidential nominee Kamala Harris.,Facebook posts,"By Amy Sherman • March 20, 2025",Mostly True
“Social Security is the biggest Ponzi scheme of all time.”,Elon Musk,"By Louis Jacobson • March 19, 2025",Mostly True
"President Donald Trump wrote on Truth Social that, “After I’ve annexed Greenland and making it the 52nd State, I will annexe Alaska.”",Threads posts,"By Madison Czopek • March 19, 2025",Mostly True
"“A lot of studies” show that getting measles ""boosts your immune system later in life against cancers, atopic diseases, cardiac disease.""",Robert F. Kennedy Jr.,"By Jeff Cercone • March 19, 2025",Mostly True
"A $600,000 federal grant went to study “menstrual cycles in transgender men.”",Brooke Rollins,"By Grace Abels • March 19, 2025",Mostly True
“Breaking news: The Trump administration just announced that Medicare will stop covering telehealth starting April 1. … We need to stand up to these Medicare cuts.”,Ro Khanna,"By Suz Redfearn • March 18, 2025",Mostly True
"Former President Joe Biden’s pardons of lawmakers on the committee investigating the Jan. 6, 2021,  U.S. Capitol attack “are hereby declared void, vacant, and of no further force or effect,” because “they were done by autopen.”",Donald Trump,"By Louis Jacobson • March 17, 2025",Mostly True
"DOGE found former first lady Michelle Obama “has been receiving a monthly $122,000 payment from the (General Services Administration) since 2009.”",Facebook posts,"By Loreben Tuquero • March 17, 2025",Mostly True
Elon Musk “launches a public campaign to terminate ‘The View.’”,Facebook posts,"By Grace Abels • March 17, 2025",Mostly True
Deceased InfoWars reporter Jamie White was on a “Ukrainian enemies hit list.”,Alex Jones,"By Sara Swann • March 14, 2025",Mostly True
The Department of Government Efficiency “found a $6 million grant awarded to Whoopi Goldberg to ‘promote diversity on The View.’”,Facebook posts,"By Madison Czopek • March 14, 2025",Mostly True
Girl Scout cookies are “toxic” because a study showed they contain glyphosate and heavy metals.,Social Media,"By Sara Swann • March 14, 2025",Mostly True
Video shows “Stacey Abrams admits the $2 billion Joe Biden’s EPA gave her was used to buy votes of people in Georgia by purchasing them new appliances.”,Facebook posts,"By Loreben Tuquero • March 14, 2025",Mostly True
“Tariffs are a tax cut for the American people.”,Karoline Leavitt,"By Louis Jacobson • March 13, 2025",Mostly True
“Eliminate school choice” is on Susan Crawford’s agenda.,Brad Schimel,"By Madeline Heim • March 13, 2025",Mostly True
"“Under the previous administration … the cost of a median-price home in America more than doubled, and that was just in four years.”",JD Vance,"By Louis Jacobson • March 12, 2025",Mostly True
“The number of full-time jobs (was) dropping almost the entire Biden administration.”,Rick Scott,"By Louis Jacobson • March 11, 2025",Mostly True
"During President Joe Biden’s four years in office, “31% of U.S. job growth” came from public-sector jobs.",X posts,"By Louis Jacobson • March 11, 2025",Mostly True
El 3 de marzo del 2025 falleció el presidente Donald Trump en un accidente de helicóptero.,Facebook posts,"By Maria Briceño • March 11, 2025",Mostly True
"""All armed services are having among the best recruiting results ever” because of Trump policies, and “it was just a few months ago where the results were exactly the opposite.”",Donald Trump,"By Amy Sherman • March 11, 2025",Mostly True
“71 out of 72 Wisconsin counties filed lawsuits against Purdue Pharma. Brad Schimel refused to join them.”,A Better Wisconsin Together,"By Hope Karnopp • March 11, 2025",Mostly True
Photo shows first lady Melania Trump crying.,Facebook posts,"By Jeff Cercone • March 10, 2025",Mostly True
Video shows President Donald Trump admitting he became president because of a “rigged” 2024 election.,Social Media,"By Jeff Cercone • March 10, 2025",Mostly True
Audio shows a BBC reporter making a vulgar comment about an Oval Office meeting between President Donald Trump and Ukraine President Volodymyr Zelenskyy.,Social Media,"By Loreben Tuquero • March 10, 2025",Mostly True
"""Nueva orden ejecutiva desde la Casa Blanca tiene identificado a más de 47,000 cubanos con residencia legal los cuales serán puestos en proceso de deportación por haber viajado a Cuba después de su aprobación de asilo político"".",Facebook posts,"By Maria Briceño • March 10, 2025",Mostly True
"Myrtle Beach, South Carolina, area fires were intentional to build a “smart city.”",Social Media,"By Loreben Tuquero • March 10, 2025",Mostly True
"A partir del 28 de febrero “para comprar en supermercados pedirán tu identificación, pero no es por seguridad, es para cazar inmigrantes ilegales”.",TikTok posts,"By Maria Briceño • March 10, 2025",Mostly True
"""Apple quietly removed International Women’s Day from their calendar app.”",Social Media,"By Jeff Cercone • March 7, 2025",Mostly True
U.S. Agency for International Development subsidized CNN and MSNBC hosts’ salaries.,Laura Loomer,"By Sofia Ahmed • March 7, 2025",Mostly True
U.S. Rep. Nancy Pelosi’s vineyard received $14 million in U.S. Agency for International Development funds for “experimental farming.”,Social Media,"By Claire Cranford • March 7, 2025",Mostly True
Elon Musk’s Department of Government Efficiency is “polling very well. It’s very popular.”,Larry Kudlow,"By Louis Jacobson • March 6, 2025",Mostly True
“DOGE stopped an annual payment to Barack Obama for $2.6 million for ‘royalties associated with Obamacare.’”,Social Media,"By Loreben Tuquero • March 5, 2025",Mostly True
