ID,Headline,Description,Source,Category,Year,Fact-Check Label,Link
251,Breaking: Company bans law,"This news article claims that a new policy has occurred, but experts have debunked it.",AltRealityNews,Finance,2025,Pants on Fire,https://www.politifact.com/factchecks/4613/
252,Breaking: Government bans law,"This news article claims that a scandal has occurred, but experts have debunked it.",FalseDaily,World,2025,Mostly False,https://www.politifact.com/factchecks/7649/
253,Breaking: Government bans product,"This news article claims that a scientific breakthrough has occurred, but experts have debunked it.",FakeTimes,Entertainment,2025,Mostly False,https://www.politifact.com/factchecks/2723/
254,Breaking: Celebrity introduces product,"This news article claims that a new policy has occurred, but experts have debunked it.",FakeTimes,Sports,2025,Pants on Fire,https://www.politifact.com/factchecks/7322/
255,Breaking: Company introduces policy,"This news article claims that a new policy has occurred, but experts have debunked it.",MisinfoReport,Technology,2025,Mostly False,https://www.politifact.com/factchecks/7105/
256,Breaking: Government introduces product,"This news article claims that a scandal has occurred, but experts have debunked it.",AltRealityNews,Technology,2025,Mostly False,https://www.politifact.com/factchecks/4007/
257,Breaking: Celebrity introduces law,"This news article claims that a scandal has occurred, but experts have debunked it.",Unknown Blog,Climate,2025,Fake,https://www.politifact.com/factchecks/9579/
258,Breaking: Company bans policy,"This news article claims that a new policy has occurred, but experts have debunked it.",MisinfoReport,Health,2025,Fake,https://www.politifact.com/factchecks/4643/
259,Breaking: Government introduces policy,"This news article claims that a major event has occurred, but experts have debunked it.",Unknown Blog,Entertainment,2025,Fake,https://www.politifact.com/factchecks/2632/
260,Breaking: Celebrity removes policy,"This news article claims that a new policy has occurred, but experts have debunked it.",FakeTimes,Health,2025,Mostly False,https://www.politifact.com/factchecks/9831/
261,Breaking: Government removes product,"This news article claims that a new policy has occurred, but experts have debunked it.",FakeTimes,Technology,2025,Pants on Fire,https://www.politifact.com/factchecks/5445/
262,Breaking: Celebrity bans policy,"This news article claims that a new policy has occurred, but experts have debunked it.",FakeTimes,Climate,2025,Fake,https://www.politifact.com/factchecks/8602/
263,Breaking: Government introduces law,"This news article claims that a new policy has occurred, but experts have debunked it.",ConspiracyNews2025.com,Health,2025,Pants on Fire,https://www.politifact.com/factchecks/1929/
264,Breaking: Company bans law,"This news article claims that a new policy has occurred, but experts have debunked it.",AltRealityNews,World,2025,Fake,https://www.politifact.com/factchecks/3729/
265,Breaking: Celebrity bans policy,"This news article claims that a scandal has occurred, but experts have debunked it.",FalseDaily,Technology,2025,Mostly False,https://www.politifact.com/factchecks/1444/
266,Breaking: Company removes product,"This news article claims that a scandal has occurred, but experts have debunked it.",ConspiracyNews2025.com,Sports,2025,Fake,https://www.politifact.com/factchecks/5458/
267,Breaking: Government removes policy,"This news article claims that a new policy has occurred, but experts have debunked it.",AltRealityNews,Entertainment,2025,Fake,https://www.politifact.com/factchecks/1949/
268,Breaking: Celebrity introduces product,"This news article claims that a scandal has occurred, but experts have debunked it.",FakeTimes,Technology,2025,Mostly False,https://www.politifact.com/factchecks/4362/
269,Breaking: Government bans policy,"This news article claims that a scientific breakthrough has occurred, but experts have debunked it.",FakeTimes,Climate,2025,Mostly False,https://www.politifact.com/factchecks/2268/
270,Breaking: Company bans law,"This news article claims that a scandal has occurred, but experts have debunked it.",ConspiracyNews2025.com,Technology,2025,Fake,https://www.politifact.com/factchecks/9576/
271,Breaking: Company bans policy,"This news article claims that a scandal has occurred, but experts have debunked it.",FalseDaily,Technology,2025,Pants on Fire,https://www.politifact.com/factchecks/7615/
272,Breaking: Celebrity bans law,"This news article claims that a major event has occurred, but experts have debunked it.",AltRealityNews,Politics,2025,Pants on Fire,https://www.politifact.com/factchecks/8897/
273,Breaking: Government bans law,"This news article claims that a new policy has occurred, but experts have debunked it.",FakeTimes,Climate,2025,Pants on Fire,https://www.politifact.com/factchecks/1166/
274,Breaking: Government bans policy,"This news article claims that a new policy has occurred, but experts have debunked it.",FakeTimes,Health,2025,Fake,https://www.politifact.com/factchecks/9040/
275,Breaking: Celebrity bans policy,"This news article claims that a major event has occurred, but experts have debunked it.",MisinfoReport,Technology,2025,Pants on Fire,https://www.politifact.com/factchecks/3188/
276,Breaking: Government removes policy,"This news article claims that a major event has occurred, but experts have debunked it.",Unknown Blog,Technology,2025,Mostly False,https://www.politifact.com/factchecks/3766/
277,Breaking: Government bans policy,"This news article claims that a major event has occurred, but experts have debunked it.",Unknown Blog,Climate,2025,Fake,https://www.politifact.com/factchecks/3931/
278,Breaking: Government bans policy,"This news article claims that a scandal has occurred, but experts have debunked it.",ConspiracyNews2025.com,Climate,2025,Fake,https://www.politifact.com/factchecks/2900/
279,Breaking: Celebrity removes policy,"This news article claims that a new policy has occurred, but experts have debunked it.",FakeTimes,Politics,2025,Fake,https://www.politifact.com/factchecks/1968/
280,Breaking: Government removes policy,"This news article claims that a scandal has occurred, but experts have debunked it.",MisinfoReport,Health,2025,Pants on Fire,https://www.politifact.com/factchecks/3761/
281,Breaking: Government introduces policy,"This news article claims that a new policy has occurred, but experts have debunked it.",MisinfoReport,Entertainment,2025,Fake,https://www.politifact.com/factchecks/3231/
282,Breaking: Company bans law,"This news article claims that a major event has occurred, but experts have debunked it.",FakeTimes,Politics,2025,Mostly False,https://www.politifact.com/factchecks/2767/
283,Breaking: Company introduces law,"This news article claims that a major event has occurred, but experts have debunked it.",Unknown Blog,Climate,2025,Pants on Fire,https://www.politifact.com/factchecks/3580/
284,Breaking: Celebrity removes policy,"This news article claims that a major event has occurred, but experts have debunked it.",MisinfoReport,World,2025,Pants on Fire,https://www.politifact.com/factchecks/1869/
285,Breaking: Celebrity bans policy,"This news article claims that a scientific breakthrough has occurred, but experts have debunked it.",AltRealityNews,Sports,2025,Mostly False,https://www.politifact.com/factchecks/9175/
286,Breaking: Government introduces policy,"This news article claims that a scientific breakthrough has occurred, but experts have debunked it.",FalseDaily,World,2025,Fake,https://www.politifact.com/factchecks/3762/
287,Breaking: Government removes product,"This news article claims that a new policy has occurred, but experts have debunked it.",MisinfoReport,Entertainment,2025,Mostly False,https://www.politifact.com/factchecks/1336/
288,Breaking: Celebrity removes product,"This news article claims that a scandal has occurred, but experts have debunked it.",FalseDaily,Climate,2025,Pants on Fire,https://www.politifact.com/factchecks/7573/
289,Breaking: Company introduces law,"This news article claims that a new policy has occurred, but experts have debunked it.",FalseDaily,World,2025,Pants on Fire,https://www.politifact.com/factchecks/4712/
290,Breaking: Company removes law,"This news article claims that a new policy has occurred, but experts have debunked it.",FalseDaily,Climate,2025,Pants on Fire,https://www.politifact.com/factchecks/5989/
291,Breaking: Company introduces product,"This news article claims that a scientific breakthrough has occurred, but experts have debunked it.",FakeTimes,Technology,2025,Mostly False,https://www.politifact.com/factchecks/4544/
292,Breaking: Celebrity bans policy,"This news article claims that a major event has occurred, but experts have debunked it.",Unknown Blog,Finance,2025,Mostly False,https://www.politifact.com/factchecks/9979/
293,Breaking: Company bans product,"This news article claims that a scientific breakthrough has occurred, but experts have debunked it.",Unknown Blog,Finance,2025,Pants on Fire,https://www.politifact.com/factchecks/4039/
294,Breaking: Company removes policy,"This news article claims that a scandal has occurred, but experts have debunked it.",AltRealityNews,Climate,2025,Pants on Fire,https://www.politifact.com/factchecks/3096/
295,Breaking: Government bans policy,"This news article claims that a new policy has occurred, but experts have debunked it.",ConspiracyNews2025.com,Health,2025,Pants on Fire,https://www.politifact.com/factchecks/7929/
296,Breaking: Celebrity introduces law,"This news article claims that a scientific breakthrough has occurred, but experts have debunked it.",ConspiracyNews2025.com,Finance,2025,Pants on Fire,https://www.politifact.com/factchecks/1822/
297,Breaking: Company removes policy,"This news article claims that a scientific breakthrough has occurred, but experts have debunked it.",Unknown Blog,World,2025,Pants on Fire,https://www.politifact.com/factchecks/4561/
298,Breaking: Company bans product,"This news article claims that a major event has occurred, but experts have debunked it.",ConspiracyNews2025.com,Finance,2025,Mostly False,https://www.politifact.com/factchecks/6090/
299,Breaking: Celebrity bans product,"This news article claims that a scientific breakthrough has occurred, but experts have debunked it.",ConspiracyNews2025.com,Entertainment,2025,Fake,https://www.politifact.com/factchecks/6681/
300,Breaking: Government introduces law,"This news article claims that a scientific breakthrough has occurred, but experts have debunked it.",FalseDaily,Climate,2025,Mostly False,https://www.politifact.com/factchecks/9953/
301,Breaking: Company introduces policy,"This news article claims that a major event has occurred, but experts have debunked it.",Unknown Blog,Technology,2025,Fake,https://www.politifact.com/factchecks/2055/
302,Breaking: Government introduces product,"This news article claims that a major event has occurred, but experts have debunked it.",FalseDaily,Politics,2025,Fake,https://www.politifact.com/factchecks/7576/
303,Breaking: Government bans law,"This news article claims that a scandal has occurred, but experts have debunked it.",ConspiracyNews2025.com,World,2025,Pants on Fire,https://www.politifact.com/factchecks/8761/
304,Breaking: Company removes policy,"This news article claims that a major event has occurred, but experts have debunked it.",FakeTimes,Entertainment,2025,Fake,https://www.politifact.com/factchecks/7873/
305,Breaking: Celebrity removes policy,"This news article claims that a scientific breakthrough has occurred, but experts have debunked it.",Unknown Blog,Politics,2025,Fake,https://www.politifact.com/factchecks/4267/
306,Breaking: Company bans policy,"This news article claims that a scientific breakthrough has occurred, but experts have debunked it.",MisinfoReport,Technology,2025,Mostly False,https://www.politifact.com/factchecks/7942/
307,Breaking: Celebrity bans product,"This news article claims that a major event has occurred, but experts have debunked it.",FakeTimes,Finance,2025,Fake,https://www.politifact.com/factchecks/5337/
308,Breaking: Company introduces law,"This news article claims that a new policy has occurred, but experts have debunked it.",MisinfoReport,Entertainment,2025,Pants on Fire,https://www.politifact.com/factchecks/3782/
309,Breaking: Celebrity introduces product,"This news article claims that a major event has occurred, but experts have debunked it.",AltRealityNews,Finance,2025,Pants on Fire,https://www.politifact.com/factchecks/7881/
310,Breaking: Company removes policy,"This news article claims that a scientific breakthrough has occurred, but experts have debunked it.",AltRealityNews,Sports,2025,Pants on Fire,https://www.politifact.com/factchecks/5223/
311,Breaking: Company removes law,"This news article claims that a scandal has occurred, but experts have debunked it.",Unknown Blog,Finance,2025,Pants on Fire,https://www.politifact.com/factchecks/9446/
312,Breaking: Company introduces product,"This news article claims that a scandal has occurred, but experts have debunked it.",FalseDaily,Sports,2025,Mostly False,https://www.politifact.com/factchecks/6917/
313,Breaking: Government introduces policy,"This news article claims that a new policy has occurred, but experts have debunked it.",Unknown Blog,Finance,2025,Fake,https://www.politifact.com/factchecks/2692/
314,Breaking: Company removes product,"This news article claims that a scientific breakthrough has occurred, but experts have debunked it.",MisinfoReport,Entertainment,2025,Mostly False,https://www.politifact.com/factchecks/1078/
315,Breaking: Company bans product,"This news article claims that a scandal has occurred, but experts have debunked it.",ConspiracyNews2025.com,Entertainment,2025,Pants on Fire,https://www.politifact.com/factchecks/9782/
316,Breaking: Company removes policy,"This news article claims that a new policy has occurred, but experts have debunked it.",Unknown Blog,Sports,2025,Pants on Fire,https://www.politifact.com/factchecks/4107/
317,Breaking: Celebrity bans policy,"This news article claims that a scandal has occurred, but experts have debunked it.",ConspiracyNews2025.com,Entertainment,2025,Fake,https://www.politifact.com/factchecks/8450/
318,Breaking: Government removes product,"This news article claims that a scientific breakthrough has occurred, but experts have debunked it.",FalseDaily,Entertainment,2025,Pants on Fire,https://www.politifact.com/factchecks/5657/
319,Breaking: Government removes policy,"This news article claims that a new policy has occurred, but experts have debunked it.",Unknown Blog,Sports,2025,Mostly False,https://www.politifact.com/factchecks/7462/
320,Breaking: Government bans product,"This news article claims that a scientific breakthrough has occurred, but experts have debunked it.",MisinfoReport,World,2025,Pants on Fire,https://www.politifact.com/factchecks/2218/
321,Breaking: Government introduces law,"This news article claims that a new policy has occurred, but experts have debunked it.",FakeTimes,Climate,2025,Pants on Fire,https://www.politifact.com/factchecks/5209/
322,Breaking: Company bans product,"This news article claims that a scientific breakthrough has occurred, but experts have debunked it.",AltRealityNews,Health,2025,Mostly False,https://www.politifact.com/factchecks/6372/
323,Breaking: Company bans product,"This news article claims that a major event has occurred, but experts have debunked it.",MisinfoReport,World,2025,Mostly False,https://www.politifact.com/factchecks/8355/
324,Breaking: Company removes product,"This news article claims that a scandal has occurred, but experts have debunked it.",ConspiracyNews2025.com,Politics,2025,Pants on Fire,https://www.politifact.com/factchecks/5721/
325,Breaking: Company bans product,"This news article claims that a scandal has occurred, but experts have debunked it.",AltRealityNews,Politics,2025,Pants on Fire,https://www.politifact.com/factchecks/5492/
326,Breaking: Celebrity removes product,"This news article claims that a new policy has occurred, but experts have debunked it.",FalseDaily,Entertainment,2025,Mostly False,https://www.politifact.com/factchecks/9916/
327,Breaking: Company removes product,"This news article claims that a scandal has occurred, but experts have debunked it.",FakeTimes,Sports,2025,Pants on Fire,https://www.politifact.com/factchecks/7024/
328,Breaking: Celebrity removes product,"This news article claims that a scientific breakthrough has occurred, but experts have debunked it.",Unknown Blog,Entertainment,2025,Mostly False,https://www.politifact.com/factchecks/2916/
329,Breaking: Government introduces policy,"This news article claims that a new policy has occurred, but experts have debunked it.",FakeTimes,World,2025,Mostly False,https://www.politifact.com/factchecks/4974/
330,Breaking: Government removes product,"This news article claims that a scandal has occurred, but experts have debunked it.",Unknown Blog,Health,2025,Mostly False,https://www.politifact.com/factchecks/9917/
331,Breaking: Company removes product,"This news article claims that a scientific breakthrough has occurred, but experts have debunked it.",FakeTimes,Entertainment,2025,Mostly False,https://www.politifact.com/factchecks/3117/
332,Breaking: Celebrity removes law,"This news article claims that a scandal has occurred, but experts have debunked it.",ConspiracyNews2025.com,Climate,2025,Fake,https://www.politifact.com/factchecks/2985/
333,Breaking: Celebrity bans policy,"This news article claims that a scandal has occurred, but experts have debunked it.",MisinfoReport,World,2025,Pants on Fire,https://www.politifact.com/factchecks/9223/
334,Breaking: Government removes policy,"This news article claims that a scientific breakthrough has occurred, but experts have debunked it.",AltRealityNews,Technology,2025,Pants on Fire,https://www.politifact.com/factchecks/9147/
335,Breaking: Government bans product,"This news article claims that a major event has occurred, but experts have debunked it.",AltRealityNews,Entertainment,2025,Mostly False,https://www.politifact.com/factchecks/5633/
336,Breaking: Government removes law,"This news article claims that a scandal has occurred, but experts have debunked it.",ConspiracyNews2025.com,Finance,2025,Fake,https://www.politifact.com/factchecks/6190/
337,Breaking: Company bans policy,"This news article claims that a scientific breakthrough has occurred, but experts have debunked it.",Unknown Blog,World,2025,Mostly False,https://www.politifact.com/factchecks/7168/
338,Breaking: Company bans policy,"This news article claims that a scientific breakthrough has occurred, but experts have debunked it.",FalseDaily,Technology,2025,Mostly False,https://www.politifact.com/factchecks/1808/
339,Breaking: Company introduces product,"This news article claims that a new policy has occurred, but experts have debunked it.",FakeTimes,Sports,2025,Pants on Fire,https://www.politifact.com/factchecks/6129/
340,Breaking: Government bans law,"This news article claims that a new policy has occurred, but experts have debunked it.",FakeTimes,World,2025,Mostly False,https://www.politifact.com/factchecks/6255/
341,Breaking: Government introduces policy,"This news article claims that a scandal has occurred, but experts have debunked it.",Unknown Blog,Entertainment,2025,Mostly False,https://www.politifact.com/factchecks/7256/
342,Breaking: Company introduces product,"This news article claims that a new policy has occurred, but experts have debunked it.",FalseDaily,Entertainment,2025,Mostly False,https://www.politifact.com/factchecks/6985/
343,Breaking: Government removes law,"This news article claims that a major event has occurred, but experts have debunked it.",MisinfoReport,Sports,2025,Mostly False,https://www.politifact.com/factchecks/5210/
344,Breaking: Celebrity removes policy,"This news article claims that a scandal has occurred, but experts have debunked it.",FalseDaily,Climate,2025,Fake,https://www.politifact.com/factchecks/7683/
345,Breaking: Company bans policy,"This news article claims that a scandal has occurred, but experts have debunked it.",FalseDaily,Sports,2025,Fake,https://www.politifact.com/factchecks/2595/
346,Breaking: Company bans policy,"This news article claims that a scandal has occurred, but experts have debunked it.",Unknown Blog,Technology,2025,Fake,https://www.politifact.com/factchecks/6841/
347,Breaking: Company introduces policy,"This news article claims that a scientific breakthrough has occurred, but experts have debunked it.",AltRealityNews,Politics,2025,Fake,https://www.politifact.com/factchecks/6140/
348,Breaking: Company bans policy,"This news article claims that a new policy has occurred, but experts have debunked it.",MisinfoReport,Technology,2025,Mostly False,https://www.politifact.com/factchecks/7754/
349,Breaking: Company removes law,"This news article claims that a major event has occurred, but experts have debunked it.",FalseDaily,World,2025,Mostly False,https://www.politifact.com/factchecks/5976/
350,Breaking: Government bans law,"This news article claims that a new policy has occurred, but experts have debunked it.",MisinfoReport,Finance,2025,Pants on Fire,https://www.politifact.com/factchecks/3378/
351,Breaking: Government removes policy,"This news article claims that a scientific breakthrough has occurred, but experts have debunked it.",FalseDaily,Technology,2025,Pants on Fire,https://www.politifact.com/factchecks/2092/
352,Breaking: Company introduces law,"This news article claims that a scientific breakthrough has occurred, but experts have debunked it.",FakeTimes,Politics,2025,Pants on Fire,https://www.politifact.com/factchecks/3767/
353,Breaking: Celebrity removes product,"This news article claims that a scientific breakthrough has occurred, but experts have debunked it.",FalseDaily,Finance,2025,Mostly False,https://www.politifact.com/factchecks/7139/
354,Breaking: Celebrity removes law,"This news article claims that a scandal has occurred, but experts have debunked it.",MisinfoReport,Entertainment,2025,Fake,https://www.politifact.com/factchecks/4042/
355,Breaking: Company bans product,"This news article claims that a scientific breakthrough has occurred, but experts have debunked it.",FalseDaily,Politics,2025,Mostly False,https://www.politifact.com/factchecks/9340/
356,Breaking: Government introduces product,"This news article claims that a new policy has occurred, but experts have debunked it.",FalseDaily,Politics,2025,Fake,https://www.politifact.com/factchecks/5832/
357,Breaking: Celebrity introduces policy,"This news article claims that a major event has occurred, but experts have debunked it.",ConspiracyNews2025.com,Entertainment,2025,Fake,https://www.politifact.com/factchecks/9009/
358,Breaking: Government bans product,"This news article claims that a major event has occurred, but experts have debunked it.",AltRealityNews,Climate,2025,Fake,https://www.politifact.com/factchecks/1512/
359,Breaking: Company removes product,"This news article claims that a scandal has occurred, but experts have debunked it.",FalseDaily,World,2025,Mostly False,https://www.politifact.com/factchecks/5277/
360,Breaking: Company bans law,"This news article claims that a scandal has occurred, but experts have debunked it.",FakeTimes,Climate,2025,Fake,https://www.politifact.com/factchecks/7738/
361,Breaking: Government bans policy,"This news article claims that a scientific breakthrough has occurred, but experts have debunked it.",AltRealityNews,Politics,2025,Fake,https://www.politifact.com/factchecks/3477/
362,Breaking: Government bans product,"This news article claims that a scientific breakthrough has occurred, but experts have debunked it.",Unknown Blog,Sports,2025,Pants on Fire,https://www.politifact.com/factchecks/2647/
363,Breaking: Company introduces policy,"This news article claims that a major event has occurred, but experts have debunked it.",Unknown Blog,Climate,2025,Mostly False,https://www.politifact.com/factchecks/3598/
364,Breaking: Government introduces policy,"This news article claims that a scandal has occurred, but experts have debunked it.",AltRealityNews,Technology,2025,Pants on Fire,https://www.politifact.com/factchecks/2173/
365,Breaking: Celebrity removes product,"This news article claims that a scandal has occurred, but experts have debunked it.",FakeTimes,Sports,2025,Fake,https://www.politifact.com/factchecks/8213/
366,Breaking: Celebrity bans product,"This news article claims that a new policy has occurred, but experts have debunked it.",ConspiracyNews2025.com,Health,2025,Mostly False,https://www.politifact.com/factchecks/9198/
367,Breaking: Company bans policy,"This news article claims that a scientific breakthrough has occurred, but experts have debunked it.",ConspiracyNews2025.com,World,2025,Mostly False,https://www.politifact.com/factchecks/5115/
368,Breaking: Celebrity bans policy,"This news article claims that a new policy has occurred, but experts have debunked it.",AltRealityNews,Sports,2025,Pants on Fire,https://www.politifact.com/factchecks/6871/
369,Breaking: Government removes law,"This news article claims that a scientific breakthrough has occurred, but experts have debunked it.",ConspiracyNews2025.com,Politics,2025,Mostly False,https://www.politifact.com/factchecks/6003/
370,Breaking: Company introduces law,"This news article claims that a major event has occurred, but experts have debunked it.",ConspiracyNews2025.com,World,2025,Pants on Fire,https://www.politifact.com/factchecks/3888/
371,Breaking: Celebrity introduces law,"This news article claims that a scientific breakthrough has occurred, but experts have debunked it.",FakeTimes,Entertainment,2025,Mostly False,https://www.politifact.com/factchecks/7267/
372,Breaking: Celebrity introduces product,"This news article claims that a major event has occurred, but experts have debunked it.",FalseDaily,Climate,2025,Fake,https://www.politifact.com/factchecks/1045/
373,Breaking: Celebrity bans law,"This news article claims that a scientific breakthrough has occurred, but experts have debunked it.",AltRealityNews,Sports,2025,Mostly False,https://www.politifact.com/factchecks/4192/
374,Breaking: Government removes law,"This news article claims that a scientific breakthrough has occurred, but experts have debunked it.",MisinfoReport,Finance,2025,Mostly False,https://www.politifact.com/factchecks/2972/
375,Breaking: Celebrity bans law,"This news article claims that a major event has occurred, but experts have debunked it.",FakeTimes,Entertainment,2025,Mostly False,https://www.politifact.com/factchecks/3655/
376,Breaking: Celebrity removes law,"This news article claims that a new policy has occurred, but experts have debunked it.",FakeTimes,Technology,2025,Mostly False,https://www.politifact.com/factchecks/3934/
377,Breaking: Celebrity bans policy,"This news article claims that a new policy has occurred, but experts have debunked it.",MisinfoReport,Sports,2025,Pants on Fire,https://www.politifact.com/factchecks/1654/
378,Breaking: Government introduces law,"This news article claims that a scandal has occurred, but experts have debunked it.",AltRealityNews,Sports,2025,Fake,https://www.politifact.com/factchecks/2661/
379,Breaking: Company bans law,"This news article claims that a major event has occurred, but experts have debunked it.",FakeTimes,Technology,2025,Fake,https://www.politifact.com/factchecks/6604/
380,Breaking: Celebrity bans product,"This news article claims that a scandal has occurred, but experts have debunked it.",Unknown Blog,Technology,2025,Mostly False,https://www.politifact.com/factchecks/6054/
381,Breaking: Company removes policy,"This news article claims that a new policy has occurred, but experts have debunked it.",FalseDaily,Technology,2025,Fake,https://www.politifact.com/factchecks/1825/
382,Breaking: Company introduces law,"This news article claims that a scandal has occurred, but experts have debunked it.",ConspiracyNews2025.com,Health,2025,Fake,https://www.politifact.com/factchecks/6848/
383,Breaking: Celebrity removes law,"This news article claims that a new policy has occurred, but experts have debunked it.",FakeTimes,Entertainment,2025,Mostly False,https://www.politifact.com/factchecks/9250/
384,Breaking: Government introduces product,"This news article claims that a new policy has occurred, but experts have debunked it.",MisinfoReport,Entertainment,2025,Pants on Fire,https://www.politifact.com/factchecks/4409/
385,Breaking: Government removes law,"This news article claims that a new policy has occurred, but experts have debunked it.",Unknown Blog,Entertainment,2025,Mostly False,https://www.politifact.com/factchecks/9864/
386,Breaking: Celebrity removes policy,"This news article claims that a scandal has occurred, but experts have debunked it.",FakeTimes,Finance,2025,Pants on Fire,https://www.politifact.com/factchecks/3954/
387,Breaking: Government removes policy,"This news article claims that a new policy has occurred, but experts have debunked it.",AltRealityNews,Health,2025,Pants on Fire,https://www.politifact.com/factchecks/2769/
388,Breaking: Company introduces product,"This news article claims that a scientific breakthrough has occurred, but experts have debunked it.",AltRealityNews,Climate,2025,Mostly False,https://www.politifact.com/factchecks/8527/
389,Breaking: Government introduces law,"This news article claims that a scientific breakthrough has occurred, but experts have debunked it.",ConspiracyNews2025.com,World,2025,Pants on Fire,https://www.politifact.com/factchecks/1290/
390,Breaking: Government removes policy,"This news article claims that a new policy has occurred, but experts have debunked it.",Unknown Blog,Health,2025,Fake,https://www.politifact.com/factchecks/4354/
391,Breaking: Celebrity introduces law,"This news article claims that a major event has occurred, but experts have debunked it.",FakeTimes,Sports,2025,Fake,https://www.politifact.com/factchecks/2842/
392,Breaking: Company removes law,"This news article claims that a new policy has occurred, but experts have debunked it.",ConspiracyNews2025.com,Sports,2025,Pants on Fire,https://www.politifact.com/factchecks/8691/
393,Breaking: Celebrity introduces policy,"This news article claims that a scandal has occurred, but experts have debunked it.",FalseDaily,Health,2025,Mostly False,https://www.politifact.com/factchecks/8915/
394,Breaking: Celebrity removes product,"This news article claims that a scientific breakthrough has occurred, but experts have debunked it.",ConspiracyNews2025.com,Technology,2025,Fake,https://www.politifact.com/factchecks/9555/
395,Breaking: Company removes policy,"This news article claims that a new policy has occurred, but experts have debunked it.",FakeTimes,Finance,2025,Fake,https://www.politifact.com/factchecks/8978/
396,Breaking: Company bans product,"This news article claims that a major event has occurred, but experts have debunked it.",MisinfoReport,Finance,2025,Pants on Fire,https://www.politifact.com/factchecks/2717/
397,Breaking: Government bans policy,"This news article claims that a scientific breakthrough has occurred, but experts have debunked it.",ConspiracyNews2025.com,Sports,2025,Fake,https://www.politifact.com/factchecks/6775/
398,Breaking: Government removes law,"This news article claims that a new policy has occurred, but experts have debunked it.",FalseDaily,Finance,2025,Mostly False,https://www.politifact.com/factchecks/4541/
399,Breaking: Celebrity removes policy,"This news article claims that a scandal has occurred, but experts have debunked it.",ConspiracyNews2025.com,Finance,2025,Mostly False,https://www.politifact.com/factchecks/1146/
400,Breaking: Celebrity removes law,"This news article claims that a major event has occurred, but experts have debunked it.",ConspiracyNews2025.com,Entertainment,2025,Mostly False,https://www.politifact.com/factchecks/3915/
401,Breaking: Company removes law,"This news article claims that a scientific breakthrough has occurred, but experts have debunked it.",MisinfoReport,Politics,2025,Fake,https://www.politifact.com/factchecks/1105/
402,Breaking: Government removes policy,"This news article claims that a new policy has occurred, but experts have debunked it.",FalseDaily,Health,2025,Mostly False,https://www.politifact.com/factchecks/6140/
403,Breaking: Company removes policy,"This news article claims that a scientific breakthrough has occurred, but experts have debunked it.",FalseDaily,Sports,2025,Pants on Fire,https://www.politifact.com/factchecks/6001/
404,Breaking: Celebrity introduces product,"This news article claims that a scandal has occurred, but experts have debunked it.",FakeTimes,Health,2025,Mostly False,https://www.politifact.com/factchecks/8121/
405,Breaking: Celebrity bans law,"This news article claims that a major event has occurred, but experts have debunked it.",FakeTimes,World,2025,Pants on Fire,https://www.politifact.com/factchecks/8315/
406,Breaking: Celebrity bans product,"This news article claims that a major event has occurred, but experts have debunked it.",Unknown Blog,Politics,2025,Mostly False,https://www.politifact.com/factchecks/5878/
407,Breaking: Celebrity bans product,"This news article claims that a major event has occurred, but experts have debunked it.",ConspiracyNews2025.com,Entertainment,2025,Fake,https://www.politifact.com/factchecks/6701/
408,Breaking: Celebrity bans law,"This news article claims that a new policy has occurred, but experts have debunked it.",AltRealityNews,Politics,2025,Mostly False,https://www.politifact.com/factchecks/1356/
409,Breaking: Government removes policy,"This news article claims that a new policy has occurred, but experts have debunked it.",FalseDaily,Finance,2025,Pants on Fire,https://www.politifact.com/factchecks/3773/
410,Breaking: Company removes law,"This news article claims that a scientific breakthrough has occurred, but experts have debunked it.",FakeTimes,Climate,2025,Mostly False,https://www.politifact.com/factchecks/4572/
411,Breaking: Company removes law,"This news article claims that a scientific breakthrough has occurred, but experts have debunked it.",FakeTimes,Sports,2025,Mostly False,https://www.politifact.com/factchecks/4529/
412,Breaking: Celebrity introduces law,"This news article claims that a new policy has occurred, but experts have debunked it.",Unknown Blog,Politics,2025,Fake,https://www.politifact.com/factchecks/5242/
413,Breaking: Celebrity introduces law,"This news article claims that a major event has occurred, but experts have debunked it.",ConspiracyNews2025.com,Entertainment,2025,Pants on Fire,https://www.politifact.com/factchecks/7335/
414,Breaking: Government removes policy,"This news article claims that a major event has occurred, but experts have debunked it.",MisinfoReport,Finance,2025,Mostly False,https://www.politifact.com/factchecks/2884/
415,Breaking: Company introduces law,"This news article claims that a scientific breakthrough has occurred, but experts have debunked it.",ConspiracyNews2025.com,Politics,2025,Pants on Fire,https://www.politifact.com/factchecks/5639/
416,Breaking: Company introduces law,"This news article claims that a new policy has occurred, but experts have debunked it.",FalseDaily,Climate,2025,Pants on Fire,https://www.politifact.com/factchecks/5222/
417,Breaking: Government introduces policy,"This news article claims that a new policy has occurred, but experts have debunked it.",AltRealityNews,World,2025,Fake,https://www.politifact.com/factchecks/2523/
418,Breaking: Celebrity bans policy,"This news article claims that a scandal has occurred, but experts have debunked it.",AltRealityNews,Finance,2025,Pants on Fire,https://www.politifact.com/factchecks/7113/
419,Breaking: Government bans policy,"This news article claims that a new policy has occurred, but experts have debunked it.",FakeTimes,Climate,2025,Mostly False,https://www.politifact.com/factchecks/6262/
